name,path,id,drive_resource
X_sample_data_transcribed,Bogar Lab/Deep Soil Carbon (DSC-MMOR)/Data/Transcribed_Data/X_sample_data_transcribed,1oCXKgk3WwmEzyilc4BA1vaA5vrcIuh9sCy2krHBkaN8,
