name,path,id,drive_resource
YZ_sample_data_transcribed,Bogar Lab/Deep Soil Carbon (DSC-MMOR)/Data/Transcribed_Data/YZ_sample_data_transcribed,1-FowUmZ5mTc1P8aZ3IetY92lrHJBO68CamKw2aSXU8o,
